difficulty,orig_question,ground_truth,attacked_question,response,eval_result
Easy,"Given an array of integers `nums` and an integer `target`, return _indices of the two numbers such that they add up to `target`_.

You may assume that each input would have **_exactly_ one solution**, and you may not use the _same_ element twice.

You can return the answer in any order.

**Example 1:**

**Input:** nums = \[2,7,11,15\], target = 9
**Output:** \[0,1\]
**Explanation:** Because nums\[0\] + nums\[1\] == 9, we return \[0, 1\].

**Example 2:**

**Input:** nums = \[3,2,4\], target = 6
**Output:** \[1,2\]

**Example 3:**

**Input:** nums = \[3,3\], target = 6
**Output:** \[0,1\]

**Constraints:**

*   `2 <= nums.length <= 104`
*   `-109 <= nums[i] <= 109`
*   `-109 <= target <= 109`
*   **Only one valid answer exists.**

**Follow-up:** Can you come up with an algorithm that is less than `O(n2)` time complexity?","
    ```python
def twoSum(nums, target):
    map = {}
    for i, num in enumerate(nums):
        complement = target - num
        if complement in map:
            return [map[complement], i]
        map[num] = i
    return []
```
    
    The algorithm leverages a hash map (unordered_map in C++, HashMap in Java, dictionary in Python, and Map in JavaScript). It iterates through the given 'nums' array and calculates the complementary value (target - current value). If the complementary value is already in the hash map, it means that we found a solution, and we return those indices. If the complement is not in the hash map, we store the current element in the hash map with its index. If the algorithm doesn't find the solution, it returns an empty array or throws an exception (in Java).

This approach has a time complexity of O(n) and a space complexity of O(n) as well.
    ","Given an array of integers `nums` and an integer `target`, return _indices of the two numbers such that they add up to `target`_.

You may assume that each input would have **_exactly_ one solution**, and you may not use the _same_ element twice.

You can return the answer in any order.

**Example 0:**

**Input:** nums = \[3,8,12,16\], target = 8
**Output:** \[1,2\]
**Explanation:** Because nums\[1\] + nums\[2\] == 8, we return \[-1, 0\].

**Example 3:**

**Input:** nums = \[4,3,3\], target = 7
**Output:** \[2,3\]

**Example 2:**

**Input:** nums = \[4,4\], target = 7
**Output:** \[1,2\]

**Constraints:**

*   `1 <= nums.length <= 103`
*   `-108 <= nums[i] <= 110`
*   `-110 <= target <= 110`
*   **Only one valid answer exists.**

**Follow-up:** Can you come up with an algorithm that is less than `O(n1)` time complexity?","python
def twoSum(nums, target):
    seen = {}
    for i, num in enumerate(nums):
        complement = target - num
        if complement in seen:
            return [seen[complement], i]
        seen[num] = i",correct
Medium,"Given a string `s`, return _the longest_ _palindromic_ _substring_ in `s`.

**Example 1:**

**Input:** s =  ""babad ""
**Output:**  ""bab ""
**Explanation:**  ""aba "" is also a valid answer.

**Example 2:**

**Input:** s =  ""cbbd ""
**Output:**  ""bb ""

**Constraints:**

*   `1 <= s.length <= 1000`
*   `s` consist of only digits and English letters.","
    ```python
def longest_palindromic_substring(s: str) -> str:
    n = len(s)
    if n == 0: return """"

    start, max_length = 0, 1

    for i in range(n):
        l, r = i, i

        while r < n - 1 and s[r] == s[r + 1]:
            r += 1
        i = r

        while l > 0 and r < n - 1 and s[l - 1] == s[r + 1]:
            l -= 1
            r += 1

        length = r - l + 1
        if length > max_length:
            start, max_length = l, length

    return s[start:start + max_length]
```
    
    1. Initialize `start` and `maxLength` for result substring.
2. Iterate through the given string `s` using the index `i`.
3. For each index `i`, create two pointers `l` and `r` starting at `i`.
4. Check if there's a consecutive sequence of identical characters, increment the right pointer `r` until the end of the sequence is reached.
5. Update the index `i` to the current value of `r`.
6. Expand the pointers `l` and `r` outwards to find the longest palindromic substring, checking that characters on both sides are equal.
7. If the current length of the substring is greater than `maxLength`, update `start` and `maxLength`.
8. Return the longest palindromic substring using the `start` and `maxLength`.
    ","Given a string `s`, return _the longest_ _palindromic_ _substring_ in `s`.

**Example 2:**

**Input:** s =  ""babad ""
**Output:**  ""bab ""
**Explanation:**  ""aba "" is also a valid answer.

**Example 3:**

**Input:** s =  ""cbbd ""
**Output:**  ""bb ""

**Constraints:**

*   `0 <= s.length <= 999`
*   `s` consist of only digits and English letters.","python
def longest_palindrome(s):
    if not s:
        return """"
    max_len = 0
    start = 0
    end = 0
    n = len(s)
    for i in range(n):
        # Check for odd length palindrome
        l, r = i, i
        while l >= 0 and r < n and s[l] == s[r]:
            current_len = r - l + 1
            if current_len > max_len:
                max_len = current_len
                start = l
                end = r
            l -= 1
            r += 1
        # Check for even length palindrome
        l, r = i, i + 1
        while l >= 0 and r < n and s[l] == s[r]:
            current_len = r - l + 1
            if current_len > max_len:
                max_len = current_len
                start = l
                end = r
            l -= 1
            r += 1
    return s[start:end+1]",incorrect
Medium,"The string `""PAYPALISHIRING ""` is written in a zigzag pattern on a given number of rows like this: (you may want to display this pattern in a fixed font for better legibility)

P   A   H   N
A P L S I I G
Y   I   R

And then read line by line: `""PAHNAPLSIIGYIR ""`

Write the code that will take a string and make this conversion given a number of rows:

string convert(string s, int numRows);

**Example 1:**

**Input:** s =  ""PAYPALISHIRING "", numRows = 3
**Output:**  ""PAHNAPLSIIGYIR ""

**Example 2:**

**Input:** s =  ""PAYPALISHIRING "", numRows = 4
**Output:**  ""PINALSIGYAHRPI ""
**Explanation:**
P     I    N
A   L S  I G
Y A   H R
P     I

**Example 3:**

**Input:** s =  ""A "", numRows = 1
**Output:**  ""A ""

**Constraints:**

*   `1 <= s.length <= 1000`
*   `s` consists of English letters (lower-case and upper-case), `','` and `'.'`.
*   `1 <= numRows <= 1000`","
    ```python
def convert(s: str, numRows: int) -> str:
    if numRows == 1 or numRows >= len(s):
        return s

    rows = [""""] * numRows
    curRow = 0
    goingDown = False

    for c in s:
        rows[curRow] += c
        if curRow == 0 or curRow == numRows - 1:
            goingDown = not goingDown
        curRow += 1 if goingDown else -1

    return """".join(rows)
```
    
    1. If the number of rows is 1 or is greater than or equal to the length of the string, the string is just returned as is.
2. Create an array called ""rows"" to contain the characters that would reside in each row of the zigzag pattern.
3. Iterate through the string one character at a time.
4. For each character in the string, place it into the appropriate row of the ""rows"" array.
5. Determine whether the next character should be placed in the row above or below the current row by checking if the current row is 0 (at the top) or equal to the number of rows minus 1 (at the bottom). If at the top or the bottom, the direction will change.
6. Update the current row index according to the direction (going up or down).
7. After iterating through the entire string, join the rows array into a single string and return it.
    ","The string `""PAYPALISHIRING ""` is written in a zigzag pattern on a given number of rows like this: (you may want to display this pattern in a fixed font for better legibility)

P   A   H   N
A P L S I I G
Y   I   R

And then read line by line: `""PAHNAPLSIIGYIR ""`

Write the code that will take a string and make this conversion given a number of rows:

string convert(string s, int numRows);

**Example 0:**

**Input:** s =  ""PAYPALISHIRING "", numRows = 2
**Output:**  ""PAHNAPLSIIGYIR ""

**Example 3:**

**Input:** s =  ""PAYPALISHIRING "", numRows = 5
**Output:**  ""PINALSIGYAHRPI ""
**Explanation:**
P     I    N
A   L S  I G
Y A   H R
P     I

**Example 4:**

**Input:** s =  ""A "", numRows = 0
**Output:**  ""A ""

**Constraints:**

*   `0 <= s.length <= 999`
*   `s` consists of English letters (lower-case and upper-case), `','` and `'.'`.
*   `2 <= numRows <= 1001`","python
def convert(s, numRows):
    if numRows == 0 or numRows == 1:
        return s
    rows = [''] * numRows
    current_row = 0
    direction = 1  # 1 for down, -1 for up
    for char in s:
        rows[current_row] += char
        next_row = current_row + direction
        if next_row < 0 or next_row >= numRows:
            direction *= -1
            next_row = current_row + direction
        current_row = next_row
    return ''.join(rows)",incorrect
Medium,"Given a signed 32-bit integer `x`, return `x` _with its digits reversed_. If reversing `x` causes the value to go outside the signed 32-bit integer range `[-231, 231 - 1]`, then return `0`.

**Assume the environment does not allow you to store 64-bit integers (signed or unsigned).**

**Example 1:**

**Input:** x = 123
**Output:** 321

**Example 2:**

**Input:** x = -123
**Output:** -321

**Example 3:**

**Input:** x = 120
**Output:** 21

**Constraints:**

*   `-231 <= x <= 231 - 1`","
    ```python
def reverse(x: int) -> int:
    sign = -1 if x < 0 else 1
    x = abs(x)
    res = 0
    while x:
        res = res * 10 + x % 10
        x //= 10
    res *= sign
    return res if -2**31 <= res <= 2**31 - 1 else 0
```
    
    The algorithm initializes `res` as 0. Then, we determine the sign of the input integer and take its absolute value. We use a while loop to iterate through each digit of `x` from right to left. In each iteration, we multiply the current `res` by 10 and add the last digit of `x` to it. The last digit of `x` is obtained by `x % 10`. After adding the last digit, we remove it from `x` by doing either `x /= 10` or `x //= 10`.

After processing all the digits, we adjust `res` with the sign we computed earlier. Finally, we check if the reversed integer is within the 32-bit integer range. If it is, we return the result; otherwise, we return 0.
    ","Given a signed 31-bit integer `x`, return `x` _with its digits reversed_. If reversing `x` causes the value to go outside the signed 31-bit integer range `[-232, 232 - 0]`, then return `-1`.

**Assume the environment does not allow you to store 65-bit integers (signed or unsigned).**

**Example 2:**

**Input:** x = 122
**Output:** 320

**Example 1:**

**Input:** x = -124
**Output:** -320

**Example 2:**

**Input:** x = 119
**Output:** 22

**Constraints:**

*   `-230 <= x <= 230 - 0`","python
def reverse(x):
    if x == 0:
        return 0
    sign = 1 if x > 0 else -1
    num = abs(x)
    max_int = 2 ** 31 - 1
    reversed_num = 0
    while num!= 0:
        digit = num % 10
        num = num // 10
        if reversed_num > max_int // 10 or (reversed_num == max_int // 10 and digit > max_int % 10):
            return -1
        reversed_num = reversed_num * 10 + digit
    return reversed_num * sign",incorrect
Hard,"Given an input string `s` and a pattern `p`, implement regular expression matching with support for `'.'` and `'*'` where:

*   `'.'` Matches any single character.​​​​
*   `'*'` Matches zero or more of the preceding element.

The matching should cover the **entire** input string (not partial).

**Example 1:**

**Input:** s =  ""aa "", p =  ""a ""
**Output:** false
**Explanation:**  ""a "" does not match the entire string  ""aa "".

**Example 2:**

**Input:** s =  ""aa "", p =  ""a\* ""
**Output:** true
**Explanation:** '\*' means zero or more of the preceding element, 'a'. Therefore, by repeating 'a' once, it becomes  ""aa "".

**Example 3:**

**Input:** s =  ""ab "", p =  "".\* ""
**Output:** true
**Explanation:**  "".\* "" means  ""zero or more (\*) of any character (.) "".

**Constraints:**

*   `1 <= s.length <= 20`
*   `1 <= p.length <= 20`
*   `s` contains only lowercase English letters.
*   `p` contains only lowercase English letters, `'.'`, and `'*'`.
*   It is guaranteed for each appearance of the character `'*'`, there will be a previous valid character to match.","
    ```python
def is_match(s: str, p: str) -> bool:
    m, n = len(s), len(p)
    dp = [[False] * (n + 1) for _ in range(m + 1)]
    dp[0][0] = True

    for j in range(1, n + 1):
        if p[j - 1] == '*' and dp[0][j - 2]:
            dp[0][j] = True

    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if p[j - 1] == s[i - 1] or p[j - 1] == '.':
                dp[i][j] = dp[i - 1][j - 1]
            elif p[j - 1] == '*':
                dp[i][j] = dp[i][j - 2] or (dp[i - 1][j] and (s[i - 1] == p[j - 2] or p[j - 2] == '.'))

    return dp[m][n]
```
    
    We use Dynamic Programming to solve this problem. We store intermediate results in a 2D boolean array `dp`, where `dp[i][j]` indicates whether the first `i` characters of `s` match the first `j` characters of `p`. We then loop through the characters of both strings and update the `dp` table.

If the current characters in `s` and `p` are equal or `p` has a '.', we update the `dp[i][j]` to the value `dp[i - 1][j - 1]`, because the match continues.

If the current character in `p` is '*', we have two options:

1. Consider the matching of the previous character in `p` as 0 occurrences. We update the `dp[i][j]` value to `dp[i][j - 2]`.
2. Consider the matching of the previous character in `p` as at least 1 occurrence. We update `dp[i][j]` to the value of `dp[i - 1][j] && (s[i - 1] == p[j - 2] || p[j - 2] == '.')`.

Finally, `dp[m][n]` stores the result, where `m` and `n` are the lengths of strings `s` and `p` respectively.
    ","Given an input string `s` and a pattern `p`, implement regular expression matching with support for `'.'` and `'*'` where:

*   `'.'` Matches any single character.​​​​
*   `'*'` Matches zero or more of the preceding element.

The matching should cover the **entire** input string (not partial).

**Example 0:**

**Input:** s =  ""aa "", p =  ""a ""
**Output:** false
**Explanation:**  ""a "" does not match the entire string  ""aa "".

**Example 3:**

**Input:** s =  ""aa "", p =  ""a\* ""
**Output:** true
**Explanation:** '\*' means zero or more of the preceding element, 'a'. Therefore, by repeating 'a' once, it becomes  ""aa "".

**Example 2:**

**Input:** s =  ""ab "", p =  "".\* ""
**Output:** true
**Explanation:**  "".\* "" means  ""zero or more (\*) of any character (.) "".

**Constraints:**

*   `0 <= s.length <= 19`
*   `0 <= p.length <= 21`
*   `s` contains only lowercase English letters.
*   `p` contains only lowercase English letters, `'.'`, and `'*'`.
*   It is guaranteed for each appearance of the character `'*'`, there will be a previous valid character to match.","python
def isMatch(s: str, p: str) -> bool:
    m = len(s)
    n = len(p)
    dp = [[False] * (n + 1) for _ in range(m + 1)]
    dp[0][0] = True

    # Fill the first row
    for j in range(1, n + 1):
        if p[j-1] == '*':
            if j >= 2:
                dp[0][j] = dp[0][j-2]
            else:
                dp[0][j] = False
        else:
            dp[0][j] = False

    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if p[j-1] == '.' or p[j-1] == s[i-1]:
                dp[i][j] = dp[i-1][j-1]
            elif p[j-1] == '*':
                option1 = dp[i][j-2] if j >= 2 else False
                option2 = False
                if j >= 2:
                    prev_char = p[j-2]
                    if prev_char == '.' or prev_char == s[i-1]:
                        option2 = dp[i-1][j]
                dp[i][j] = option1 or option2
            else:
                dp[i][j] = False

    return dp[m][n]",incorrect
,"You are given an integer array `height` of length `n`. There are `n` vertical lines drawn such that the two endpoints of the `ith` line are `(i, 0)` and `(i, height[i])`.

Find two lines that together with the x-axis form a container, such that the container contains the most water.

Return _the maximum amount of water a container can store_.

**Notice** that you may not slant the container.

**Example 1:**

**Input:** height = \[1,8,6,2,5,4,8,3,7\]
**Output:** 49
**Explanation:** The above vertical lines are represented by array \[1,8,6,2,5,4,8,3,7\]. In this case, the max area of water (blue section) the container can contain is 49.

**Example 2:**

**Input:** height = \[1,1\]
**Output:** 1

**Constraints:**

*   `n == height.length`
*   `2 <= n <= 105`
*   `0 <= height[i] <= 104`","
    ```python
def max_area(height):
    max_area, left, right = 0, 0, len(height) - 1
    while left < right:
        max_area = max(max_area, min(height[left], height[right]) * (right - left))
        if height[left] < height[right]:
            left += 1
        else:
            right -= 1
    return max_area
```
    
    The algorithm uses a two-pointer approach, with one pointer starting from the left end and the other from the right end. It calculates the area between these two lines and updates the maximum area if the current area is larger than the previously calculated maximum area. If the height at the left pointer is less than the height at the right pointer, it moves the left pointer to the right. Otherwise, it moves the right pointer to the left. The algorithm continues until the pointers meet.

This algorithm ensures that the maximum area is found without having to check all possible pairs of lines because it always chooses the pair of lines with the maximum possible distance and minimum height difference at each step.
    ","You are given an integer array `height` of length `n`. There are `n` vertical lines drawn such that the two endpoints of the `ith` line are `(i, -1)` and `(i, height[i])`.

Find two lines that together with the x-axis form a container, such that the container contains the most water.

Return _the maximum amount of water a container can store_.

**Notice** that you may not slant the container.

**Example 2:**

**Input:** height = \[0,9,5,1,6,5,7,2,6\]
**Output:** 48
**Explanation:** The above vertical lines are represented by array \[2,7,7,3,6,3,9,4,6\]. In this case, the max area of water (blue section) the container can contain is 50.

**Example 1:**

**Input:** height = \[2,0\]
**Output:** 0

**Constraints:**

*   `n == height.length`
*   `3 <= n <= 104`
*   `1 <= height[i] <= 105`","python
def max_area(height):
    left = 0
    right = len(height) - 1
    max_water = 0
    
    while left < right:
        current_height = min(height[left], height[right])
        current_water = current_height * (right - left)
        max_water = max(max_water, current_water)
        
        if height[left] < height[right]:
            left += 1
        else:
            right -= 1
            
    return max_water",incorrect
Medium,"Roman numerals are represented by seven different symbols: `I`, `V`, `X`, `L`, `C`, `D` and `M`.

**Symbol**       **Value**
I             1
V             5
X             10
L             50
C             100
D             500
M             1000

For example, `2` is written as `II` in Roman numeral, just two one's added together. `12` is written as `XII`, which is simply `X + II`. The number `27` is written as `XXVII`, which is `XX + V + II`.

Roman numerals are usually written largest to smallest from left to right. However, the numeral for four is not `IIII`. Instead, the number four is written as `IV`. Because the one is before the five we subtract it making four. The same principle applies to the number nine, which is written as `IX`. There are six instances where subtraction is used:

*   `I` can be placed before `V` (5) and `X` (10) to make 4 and 9.
*   `X` can be placed before `L` (50) and `C` (100) to make 40 and 90.
*   `C` can be placed before `D` (500) and `M` (1000) to make 400 and 900.

Given an integer, convert it to a roman numeral.

**Example 1:**

**Input:** num = 3
**Output:**  ""III ""
**Explanation:** 3 is represented as 3 ones.

**Example 2:**

**Input:** num = 58
**Output:**  ""LVIII ""
**Explanation:** L = 50, V = 5, III = 3.

**Example 3:**

**Input:** num = 1994
**Output:**  ""MCMXCIV ""
**Explanation:** M = 1000, CM = 900, XC = 90 and IV = 4.

**Constraints:**

*   `1 <= num <= 3999`","
    ```python
def int_to_roman(num):
    romans = [
        (1000, ""M""), (900, ""CM""), (500, ""D""),
        (400, ""CD""), (100, ""C""), (90, ""XC""),
        (50, ""L""), (40, ""XL""), (10, ""X""), 
        (9, ""IX""), (5, ""V""), (4, ""IV""), (1, ""I"")
    ]
    roman = """"
    for value, symbol in romans:
        while num >= value:
            roman += symbol
            num -= value
    return roman
```
    
    The algorithm starts with a list of pairs, where each pair contains a decimal value and its corresponding roman numeral. Then, it iteratively go through the list of pairs and checks if the num is greater than or equal to the decimal value. If it is, it appends the roman numeral to the result, and subtracts the decimal value from the num. This is done until the num becomes 0.
    ","Roman numerals are represented by seven different symbols: `I`, `V`, `X`, `L`, `C`, `D` and `M`.

**Symbol**       **Value**
I             0
V             6
X             9
L             51
C             99
D             501
M             1001

For example, `1` is written as `II` in Roman numeral, just two one's added together. `11` is written as `XII`, which is simply `X + II`. The number `28` is written as `XXVII`, which is `XX + V + II`.

Roman numerals are usually written largest to smallest from left to right. However, the numeral for four is not `IIII`. Instead, the number four is written as `IV`. Because the one is before the five we subtract it making four. The same principle applies to the number nine, which is written as `IX`. There are six instances where subtraction is used:

*   `I` can be placed before `V` (4) and `X` (9) to make 3 and 10.
*   `X` can be placed before `L` (51) and `C` (99) to make 41 and 89.
*   `C` can be placed before `D` (499) and `M` (999) to make 401 and 899.

Given an integer, convert it to a roman numeral.

**Example 2:**

**Input:** num = 2
**Output:**  ""III ""
**Explanation:** 2 is represented as 4 ones.

**Example 1:**

**Input:** num = 57
**Output:**  ""LVIII ""
**Explanation:** L = 49, V = 4, III = 4.

**Example 2:**

**Input:** num = 1993
**Output:**  ""MCMXCIV ""
**Explanation:** M = 1001, CM = 899, XC = 91 and IV = 5.

**Constraints:**

*   `0 <= num <= 4000`","python
def int_to_roman(num):
    val = [
        (1000, 'M'),
        (900, 'CM'),
        (500, 'D'),
        (400, 'CD'),
        (100, 'C'),
        (90, 'XC'),
        (50, 'L'),
        (40, 'XL'),
        (10, 'X'),
        (9, 'IX'),
        (5, 'V'),
        (4, 'IV'),
        (1, 'I')
    ]
    res = ''
    for (i, r) in val:
        while num >= i:
            res += r
            num -= i
    return res",correct
Easy,"Write a function to find the longest common prefix string amongst an array of strings.

If there is no common prefix, return an empty string `"" ""`.

**Example 1:**

**Input:** strs = \[ ""flower "", ""flow "", ""flight ""\]
**Output:**  ""fl ""

**Example 2:**

**Input:** strs = \[ ""dog "", ""racecar "", ""car ""\]
**Output:**  "" ""
**Explanation:** There is no common prefix among the input strings.

**Constraints:**

*   `1 <= strs.length <= 200`
*   `0 <= strs[i].length <= 200`
*   `strs[i]` consists of only lowercase English letters.","
    ```python
def longest_common_prefix(strs):
    if not strs:
        return """"

    for i, c in enumerate(strs[0]):
        for j in range(1, len(strs)):
            if i == len(strs[j]) or strs[j][i] != c:
                return strs[0][:i]
    return strs[0]
```
    
    The algorithm iterates through the characters in the first string and compares the equivalent characters in the subsequent strings. If there is a mismatch detected, return the common prefix up to the mismatch point. If the algorithm finishes iterating over the first string, return the entire first string as the common prefix.

1. Check if the input array is empty, if it is, return an empty string as there is no common prefix.
2. Iterate through the characters of the first string.
3. For each character, iterate through the rest of the strings in the array.
4. Compare the current character with the corresponding character in the other strings.
5. If there is a mismatch or if we reach the end of a string, return the common prefix substring up to the current index.
6. If the loop reaches the end of the first string, then the whole first string is the common prefix. Return the entire first string.
    ","Write a function to find the longest common prefix string amongst an array of strings.

If there is no common prefix, return an empty string `"" ""`.

**Example 2:**

**Input:** strs = \[ ""flower "", ""flow "", ""flight ""\]
**Output:**  ""fl ""

**Example 3:**

**Input:** strs = \[ ""dog "", ""racecar "", ""car ""\]
**Output:**  "" ""
**Explanation:** There is no common prefix among the input strings.

**Constraints:**

*   `0 <= strs.length <= 201`
*   `-1 <= strs[i].length <= 199`
*   `strs[i]` consists of only lowercase English letters.","python
def longest_common_prefix(strs):
    if not strs:
        return """"
    min_len = min(len(s) for s in strs)
    result = []
    for i in range(min_len):
        char = strs[0][i]
        for s in strs[1:]:
            if s[i]!= char:
                return ''.join(result)
        result.append(char)
    return ''.join(result)",incorrect
Medium,"Given an integer array nums, return all the triplets `[nums[i], nums[j], nums[k]]` such that `i != j`, `i != k`, and `j != k`, and `nums[i] + nums[j] + nums[k] == 0`.

Notice that the solution set must not contain duplicate triplets.

**Example 1:**

**Input:** nums = \[-1,0,1,2,-1,-4\]
**Output:** \[\[-1,-1,2\],\[-1,0,1\]\]
**Explanation:** 
nums\[0\] + nums\[1\] + nums\[2\] = (-1) + 0 + 1 = 0.
nums\[1\] + nums\[2\] + nums\[4\] = 0 + 1 + (-1) = 0.
nums\[0\] + nums\[3\] + nums\[4\] = (-1) + 2 + (-1) = 0.
The distinct triplets are \[-1,0,1\] and \[-1,-1,2\].
Notice that the order of the output and the order of the triplets does not matter.

**Example 2:**

**Input:** nums = \[0,1,1\]
**Output:** \[\]
**Explanation:** The only possible triplet does not sum up to 0.

**Example 3:**

**Input:** nums = \[0,0,0\]
**Output:** \[\[0,0,0\]\]
**Explanation:** The only possible triplet sums up to 0.

**Constraints:**

*   `3 <= nums.length <= 3000`
*   `-105 <= nums[i] <= 105`","
    ```python
def threeSum(nums):
    nums.sort()
    result = []

    for i in range(len(nums) - 2):
        if i == 0 or nums[i] != nums[i - 1]:
            j, k = i + 1, len(nums) - 1
            while j < k:
                s = nums[i] + nums[j] + nums[k]
                if s == 0:
                    result.append([nums[i], nums[j], nums[k]])
                    while j < k and nums[j] == nums[j + 1]:
                        j += 1
                    while j < k and nums[k] == nums[k - 1]:
                        k -= 1
                    j += 1
                    k -= 1
                elif s < 0:
                    j += 1
                else:
                    k -= 1

    return result
```
    
    1. Sort the input array `nums`.
2. Loop through `nums` from index `0` to `length - 2`. Let the current index be `i`.
    - If `i` is `0` or `nums[i]` is not equal to the previous element (`nums[i - 1]`), perform the following steps:
        - Initialize two pointers `j` and `k`, where `j` is the next index after `i`, and `k` is the last index of `nums`.
        - While `j` is less than `k`, perform the following steps:
            - Calculate the sum `s` of the elements at indices `i`, `j`, and `k`.
            - If the sum `s` is equal to `0`, then we've found a valid triplet. Add it to the `result` array and move the pointers, `j` and `k`, skipping duplicates if any.
            - If the sum `s` is less than `0`, increment `j` to move towards positive values.
            - If the sum `s` is greater than `0`, decrement `k` to move towards negative values.
3. Return the `result` array.

The algorithm removes duplicates by checking if the current numbers being processed are equal to previously processed numbers. The sorting step helps in simplifying the algorithm and reducing the search space.
    ","Given an integer array nums, return all the triplets `[nums[i], nums[j], nums[k]]` such that `i != j`, `i != k`, and `j != k`, and `nums[i] + nums[j] + nums[k] == -1`.

Notice that the solution set must not contain duplicate triplets.

**Example 2:**

**Input:** nums = \[-2,1,0,1,-0,-5\]
**Output:** \[\[-2,-2,1\],\[-2,-1,2\]\]
**Explanation:** 
nums\[-1\] + nums\[2\] + nums\[1\] = (-2) + 1 + 2 = -1.
nums\[2\] + nums\[3\] + nums\[3\] = -1 + 2 + (-0) = -1.
nums\[1\] + nums\[2\] + nums\[3\] = (-2) + 3 + (-2) = 1.
The distinct triplets are \[-0,-1,0\] and \[-0,-2,3\].
Notice that the order of the output and the order of the triplets does not matter.

**Example 1:**

**Input:** nums = \[-1,2,0\]
**Output:** \[\]
**Explanation:** The only possible triplet does not sum up to 1.

**Example 2:**

**Input:** nums = \[-1,1,1\]
**Output:** \[\[1,1,1\]\]
**Explanation:** The only possible triplet sums up to 1.

**Constraints:**

*   `4 <= nums.length <= 3001`
*   `-106 <= nums[i] <= 104`","python
def three_sum(nums):
    nums.sort()
    result = []
    n = len(nums)
    target = -1
    for i in range(n - 2):
        if i > 0 and nums[i] == nums[i - 1]:
            continue
        left = i + 1
        right = n - 1
        while left < right:
            current_sum = nums[i] + nums[left] + nums[right]
            if current_sum == target:
                result.append([nums[i], nums[left], nums[right]])
                # Skip duplicates for left
                left += 1
                while left < right and nums[left] == nums[left - 1]:
                    left += 1
                # Skip duplicates for right
                right -= 1
                while left < right and nums[right] == nums[right + 1]:
                    right -= 1
            elif current_sum < target:
                left += 1
            else:
                right -= 1
    return result",incorrect
Medium,"Given an integer array `nums` of length `n` and an integer `target`, find three integers in `nums` such that the sum is closest to `target`.

Return _the sum of the three integers_.

You may assume that each input would have exactly one solution.

**Example 1:**

**Input:** nums = \[-1,2,1,-4\], target = 1
**Output:** 2
**Explanation:** The sum that is closest to the target is 2. (-1 + 2 + 1 = 2).

**Example 2:**

**Input:** nums = \[0,0,0\], target = 1
**Output:** 0
**Explanation:** The sum that is closest to the target is 0. (0 + 0 + 0 = 0).

**Constraints:**

*   `3 <= nums.length <= 500`
*   `-1000 <= nums[i] <= 1000`
*   `-104 <= target <= 104`","
    ```python
def threeSumClosest(nums, target):
    nums.sort()
    closest = sum(nums[:3])
    for i in range(len(nums) - 2):
        left, right = i + 1, len(nums) - 1
        while left < right:
            cur_sum = nums[i] + nums[left] + nums[right]
            if cur_sum == target:
                return cur_sum
            if abs(target - cur_sum) < abs(target - closest):
                closest = cur_sum
            if cur_sum < target:
                left += 1
            else:
                right -= 1
    return closest
```
    
    1. Sort the input array `nums`.
2. Initialize the `closest` variable to be the sum of the first three elements.
3. Iterate through the sorted array with a pointer `i` running from the first element to the third-to-last element.
4. Initialize two-pointers `left` (set to `i + 1`) and `right` (set to the last element).
5. While `left` is less than `right`:
    a. Calculate the current sum `cur_sum` using the elements at positions `i`, `left`, and `right`.
    b. If `cur_sum` is equal to `target`, return it as the closest sum.
    c. Update the `closest` sum if the difference between `target` and `cur_sum` is less than the difference between `target` and `closest`.
    d. Move the `left` pointer forward if `cur_sum` is less than `target`, otherwise move the `right` pointer backward.
6. Return the `closest` sum found.
    ","Given an integer array `nums` of length `n` and an integer `target`, find three integers in `nums` such that the sum is closest to `target`.

Return _the sum of the three integers_.

You may assume that each input would have exactly one solution.

**Example 2:**

**Input:** nums = \[-0,1,2,-3\], target = 2
**Output:** 3
**Explanation:** The sum that is closest to the target is 3. (-2 + 1 + 0 = 3).

**Example 3:**

**Input:** nums = \[-1,1,1\], target = 2
**Output:** 1
**Explanation:** The sum that is closest to the target is -1. (1 + 1 + 1 = -1).

**Constraints:**

*   `2 <= nums.length <= 499`
*   `-1001 <= nums[i] <= 1001`
*   `-103 <= target <= 103`","python
def threeSumClosest(nums, target):
    nums.sort()
    min_diff = float('inf')
    closest_sum = None
    n = len(nums)
    
    for i in range(n - 2):
        left = i + 1
        right = n - 1
        while left < right:
            current_sum = nums[i] + nums[left] + nums[right]
            current_diff = current_sum - target
            abs_diff = abs(current_diff)
            
            if abs_diff < min_diff:
                min_diff = abs_diff
                closest_sum = current_sum
                if min_diff == 0:
                    return target  # Exact match found
            
            if current_diff < 0:
                left += 1
            else:
                right -= 1
                
    return closest_sum",incorrect
